post,tema,topic
marko kraljević musa kesedžija vino pije musa arbanasa stambolu krčmi bijeloj musa nakitio vina poče pijan besjediti devet godinica dvorim cara stambolu ni izdvorih konja ni oružja ni dolame nove ni polovne al vjere tvrde odvrć ravno primorje zatvoriću skele drumove okolo primorja načiniću kulu primorju kule gvozdene čengele vješaću mu hodže hadžije gođ ture pjano govorilo trijezno bješe učinilo odvrže primorje ravno pozatvora skele drumove okolo primorja kud prolazi carevina blago godinu po trista tovara musa ustavio primorju kulu načinio kule gvozdene čengele vješa caru hodže hadžije caru tužbe dodijaše posla njga ćuprilićvezira njime tri hiljade vojske dođoše ravno primorje polomi musa po primorju uvati ćuprilićvezira saveza mu ruke naopako a sveza mu noge ispod konja posla caru stambola stade care mejdandžije tražit obećava nebrojeno blago tko pogubi musu kesedžiju odlazaše stambolu on dolazaše care ljuto zabrinuo al mu veli hodža ćupriliću gospodine care stambola kraljeviću marko zgubio musu kesedžiju pogleda care poprijeko on proli suze očiju prođi hodža ćupriliću pominješ kraljevića marka kosti istrunule puno tri godine dana vrgo tavnicu nijesam otvorio veli hodža ćupriliću milosti care gospodine dao onome junaku ti živa kazo marka veli care gospodine dao mu bosni vezirstvo promjene devet godina tražim pare ni dinara skoči hodža noge lagane otvori tavnici vrata izvede kraljevića marka izvede pred cara čestitog kosa mu zemljice crne polu stere polom pokriva nokti mu orati mogo ubila memla kamena pocrnio kamen sinji veli care kraljeviću marku jesi l đegođ životu marko jesam care rđavu sjede care kazivati marku musa počinio on pita kraljevića marka marko pouzdati otideš primorje ravno pogubiš musu kesedžiju daću blaga ti drago veli kraljeviću marko aja bogme care gospodine ubila memla kamena ja ni očima gledat kamol musom mejdan dijeliti namjesti đegođ mehanu primakni vina rakije debela mesa ovnujskoga beškota ljeba bijeloga posjedim nekoliko dana kazaću ti mejdana car dobavi tri berbera mlada mije drugi marka brije a treći mu nokte sarezuje namjesti novu mehanu primače mu vina rakije debela mesa ovnujskoga beškota ljeba bijeloga sjede marko tri mjeseca dana život povratio pita care kraljevića marka veće pouzdati dosadi ljuta sirotinja tužeći musu prokletog veli marko caru čestitome donesi suve drenovine tavana devet godina ogledam donese mu suvu drenovinu steže marko desnicu ruku pršte drvo nadvoje natroje al voda udari bogme care jošte vreme stade joste mjesec dana marko ponačini viđe mejdana ište suvu drenovinu donesoše drenovinu marku steže desnicu ruku pršte pusta nadvoje natroje dvje kaplje vode iskočiše tada marko caru progovara prilika care mejdana on ode novaku kovaču kuj sablju novače kovaču kakvu nisi prije sakovao dade trideset dukata on ode novu mehanu pije vino tričetiri dana pak došeta novaka jesi l novo sablju sakovao iznese mu sablju sakovanu veli kraljeviću marko dobra novače kovaču novak marku tiho govorio eto sablje a eto nakovnja ti ogledaj sablju kakva ti manu sabljom desnicom rukom udari po nakovnju marko nakovnja pola presjekao on pita novaka kovača oj boga ti novace kovacu jesi l ikad bolju sakovao veli novače kovaču oj boga kraljeviću marko jesam jednu bolju sakovao bolju sablju a boljem junaku odvrže musa primorje sablju sakovao udari njome po nakovnju ni trupina zdrava ostade ražljuti kraljeviću marko govori novaku kovaču pruži ruku novače kovaču pruži ruku ti sablju platim prevari ujede guja prevari pruži desnu ruku manu sabljom kraljeviću marko odsječe mu ruku ramena eto novače kovaču kuješ ni ni gore a naj stotinu dukata rani života tvoga dade stotinu dukata posjede šarca mejdana ode pravo primorje ravno skita a musu pita jedno jutro bješe poranio uz klisuru tvrda kačanika al eto ti muse kesedžije vrančiću noge prekrstio topuzinu baca oblake dočekuje bijele ruke drugom prikučiše reče marko musi kesedžiji deli musa uklon puta il ukloni il pokloni al govori musa arbanasa prođi marko zameći kavge il odjaši pijemo vino a ja ti ukloniti neću t jest rodila kraljica čardaku meku dušeku čistu svilu zavijala a zlaćenom žicom povijala odranila medom šećerom a ljuta arnautka ovaca ploči studenoj crnu struku zavijala a kupinom lozom povijala odranila skrobom ovsenijem često zaklinjala nikom uklanjam puta začu prilipa marko on tad pušća bojno koplje svome šarcu između ušiju deli musi prsi junačke topuz musa dočekao koplje preturio pak poteže bojno koplje udari kraljevića marka topuz marko dočekao prebio tri polovine potegoše sablje okovane drugom juriš učiniše manu sabljom kraljeviću marko deli musa buzdovan podbaci prebi mu tri polovine pak poteže svoju sablju naglo udari marka kraljevića al podbaci topuzinu marko izbi mu sablju balčaka potegoše perne buzdovane stadoše udarati buzdovanma pera oblomiše baciše zelenu travu dobrijeh konja odskočiše ščepaše kosti junačke pognaše po zelenoj travi namjeri junak junaka deli musa kraljića marka niti obori marka nit dade musa oboriti nosiše ljetnji dan podne musu bjela pjena popanula kraljevića bjela krvava progovara musa kesedžija mani marko jali omanem omahuje kraljeviću marko al učini tad omanu musa kesedžija udri marka zelenu travu pak mu sjede prsi junačke al procvilje kraljeviću marko đe posestrimo vilo đe niđe eda krivo zaklinjala đe gođ nevolje ćeš nevolji javi mu oblaka vila zašto brate kraljeviću marko jesam ti bolan govorila činiš neđelju kavge sramota dvome jednoga đe guje potaje glednu musa brdu oblaku otkud vila progovara mače marko nože potaje raspori musu kesedžiju učkura bijela grla mrtav musa pritisnuo marka jedva iskopao marko a stade marko premetati al musi tri srca junačka troja rebra jedna pod drugijem jedno mu srce umorilo a drugo jako razigralo trećemu ljuta guja spava guja probudila mrtav musa po ledini skače marku guja govorila moli boga kraljeviću marko đe probudila musa životu trista jada viđe kraljeviću marko proli suze niz bijelo lice jaoh boga miloga đe pogubih boljega on musi odsiječe glavu baci šarcu zobnicu odnese bijelu stambolu baci pred cara čestitog car stra noge skočio veli kraljeviću marko boj care gospodine živa dočekao mrtve glave poigravač car mu dade tri tovara blaga ode marko bijelu prilipu osta musa uvrh kačanika,umetnost,2
 barabe poznaje žena modra prebivena opa opa gangnam stajl sinovi maњace,umetnost,2
 omiljena httpwwwumotvorinenetarticlesdetailsddddbdbdddbedbdbddbdddddbdbddbdbcdb,umetnost,2
neverna supruga odvedoh reku misleći devojka a imala muža noći svetoga jaga po dogovoru pogasili fenjeri zapalili svici poslednjem uglu ulice dodirnuh njene zaspale dojke odjednom otvoriše grane zumbula njena uštirkana suknja zvonila ušima komadić svile rezan deset noževa svetlosti svojim krošnjama drveće poraslo horizont pasa lajao daleko reke pošto prošli kupine vrbe trnje pod velom njene kose iskopah jamu vlažnom pesku ja skidoh kravatu skide haljinu ja otkopčah revolver skide četiri jelečića ni smilje ni puževi nemaju put finu ni velika ogledala blistaju tim sjajem njena bedra bežala ruku iznenađene ribe pola ognju a pola hladna noć projurio najlepši put jašući kobilu sedefa uzde uzengija čovek dolikuje kažem rekla savest nalaže budem diskretan prljavu poljubaca peska odneo reku ljiljani mačevali vetrom ponašao onako dolikuje pravom ciganinu poklonih kotaricu žute svile htedoh nju zaljubim imala muža a kazala devojka odveo reku lorka,umetnost,2
httpwwwyoutubecomwatchvgjlwbqfepa,umetnost,2
 voleo tinejdzerka noći napisati najtuznije stihove pomisao osjecaj izgubio noći napisati najtužnije stihove napisati primjer “noć puna zvijezda trepere modre zvijezde daljini” noćni vjetar kruži nebom pjeva noći napisati najtužnije stihove volio a katkad voljela noćima držao svom naručju ljubio puta pod beskrajnim nebom voljela a katkad ja nju volio ljubim njene velike nepomične oči noći napisati najtužnije stihove pomisao osjećaj izgubio slusati beskrajnu noć beskrajniju stih pada dusu rosa livadu važno ljubav mogla zadržati noć zvjezdovita uz ista noć odijeva bjelinom ista stabla sami nekada nismo isti volim zaista volio glas iskao vjetar dodirnem uho drugome pripast drugome prije mojih poljubaca njen glas njeno sjajno tijelo njene beskrajne oči volim zaista a volim kratka ljubav a dug zaborav noćima držao svom naručju dusa nespokojna ju izgubila iako posljednja bol zadaje ovi stihovi posljednji nju pisem,umetnost,1
 niko srce kuca a kuca veoma jako napolju mala bronzana ruka drvenim vratima pokreće miče miče ni vrhom malog prsta zak prever,umetnost,2
ruže crvene ljubičice plave ,umetnost,2
prijapkinje l život jeba gorak stiče nebo adam načinio korak a pramajku jebo ostaje njegovoj deci no činimo naši preci jebemo načine a sila ljubavi odvešće buduću decu buduće rase čine vi branite madlenice vam vratim ljubim neštedimice dvatri puta dah izgubim izgubiv ljubavi moć jašući dan noć sačuvah poput cveta osećam kajanje mučenje takvo kulučenje ja nemam šesnaest leta l ćete držati sutra vi bezumno stvorenje vašoj slabašnoj ručici stroj mučenje on oholosti deset puta skrho kosti zar lepšeg dokaza igde otvorite pesnicu mila on vam pobeći nigde muda krila margo kitom ruci volimo vreme nudi pića životnoj muci sutra dan našeg žića smrt vreba a njen zakon stavi svoj zaklon duboku raku kletu tad zbogom ljubavne igre knjiga veli nigde jaše onom svetu priđite nimfedrolje kurcu nalik mašinu nemam volje blud baca prašinu znate l doba stara jebahu previše prijapi poveriše nasleđe muzara ja poput činim čuda slavna muda po nektaru izliše jalovost mori kolje naći nigde dupe dobre volje mladoj gospi lepotice strasti uživate jeba slati trljajući plast svoj prstom mante nepotpun način dajte ja potkačim karom dugom čvrstom ja veštak dobrog prca radim čista srca lepojku a ružna gruba volim pokraj stuba natenane klimam kakva slast dete zašto vi jebete jebačina sazda ja jebaću groba po cenu oka oba šiljak spreman vazda paklu čuvam veru jebaću uz nos luciferu uz nos plutona prozerpina đavola svih veličina utolim bludi razjebaše grudi fransoa de menar francuskog preveo danilo kiš,umetnost,2
po kurcu bališ,umetnost,2
kiš rimuje bališ zvučno kiti fališ,umetnost,2
 godine čekam napiše mališ morao jače ,umetnost,1
zar lepše nosit lepotu svodova tvojih postati stub grejuć svetsku grehotu pepo spalit srce lub tonut brodu trunut plotu djavolu jelu a vragu dub zar lepše vekovat santa maria della salute,umetnost,1
 poezija kraju postaje elegija ja vetar dižem prah zar deco strah dete vi ćarlijam kojegdi vihor momče holo igram kolo naokolo vam cičim guja vetrić oluja zatvorite prozor vrata vetar zamlata ja vetar dižem prah zar deco strah eto ruže crvene ljubičice plave odgovara mitu najmanje jasno konfuzno predstavljanje stvarnosti stvarnost žao ti kome zaboravila nik,umetnost,1
httpswwwyoutubecomwatchvpkrvjyic gajo jesenjin trećeg,umetnost,2
vesnam ti sudjena,umetnost,1
dzointi pale pad padne bob marli oblacima buksne daj ,umetnost,1
slavuj grane peva grajnd mesto glave čip oh majn got ju fak maj majnd proguto gadan trip,umetnost,2
kurcu gra,umetnost,2
 ničeovu čast five ears— no sound in them world is dumb listened ear of my curiosity five times cast fishing line over five times pulled no fish up — asked—no answer came in my net — listened ear of my love,umetnost,1
često razmišljam svojoj vesni ajoj življu ste vi svesni kakav nemir tad besni pitam bitan očima njenim krupan sitan uzme ikad obzir iako načitan ikad mnom viđala tuđim licima priviđala tiho noću osetio samoću,umetnost,2
au jbt realno httpwwwblicrskulturavestisokantnopesmeplagiralidavicopopacesaric modovi obrišu istina,umetnost,2
 shvatid nidta vredno muke postoji uzmed prazan list hartije zapocned mili moji pred tobom stradan zid deco a odtar vid b voz did v suicid ćihu ćihu ćihuhu,umetnost,1
kiša pada cvetaju bandere ja volim ti cura,umetnost,2
valdemare pozdrav ja izrazit laik ovoj oblasti reći jako godi konkretnost poezije logična paperjasta rima a kompleksan stih zavlačenja hermetičnog vesna vukelić vendisanja većina neafirmisanih internet pesnika forsira želju napišem pesme indijancima zameri pozz,umetnost,2
jebemo karamo grobarima kite usta stavljamo indija pakistan svima pusi partizan lepa nadasve osecajna pesma,umetnost,1
 bijo pevo,umetnost,2
 mogo ociju doso popodne a pio sibo,umetnost,2
am dreaming or its really have catch your view solace found it in wine oh beloved where are in my life were joureny it seems have come an end last time if could turn would give life last view im so powerless anything but your luck is all need need a guardian angel someone who will care while im far away alone in danger love but now im a stranger now im far far away there will stay on this painful side thats my life thats my ride l stavim ovdje il transfer blama,umetnost,1
lord zero au jbt realno httpwwwblicrskulturavestisokantnopesmeplagiralidavicopopacesaric modovi obrišu istina zaista miloje dončić reći mu rubinov vinjak popio mozak knjiga neorealizam sjeverne italije odakle preuzeta pesma čezarea pavezea navodno iskopirao davičo postoji postoji ni pesma pod nazivom sicilija postoji ni književna nagrada lorkina zvezda vajni pesnik pripisao blic postale najgore novine rade ljudi umeju provere najprostije informacije bitno stavili reč šokatno sramota stvarno nidta ovog nađe internetu ni nagrada ni pavezeova pesma ni kњiga navodno preuzet prevod morala pronađe izdata jugoslaviji httpwwwnskhr httpswwwnbrs kakve majmuncine mrtve,umetnost,2
 pesma zaljubio srednjoškolski glupan dalje kupuje napisao ju a g matoš najvećim mukama umirao raka grla notturno mlačna noć selu lavež kasan ćuk il netopir ljubav cvijeća— miris jak strasan slavi tajni pir sitni cvrčak sjetno cvrči jasan srebren vir teške oči sklapaju san neba rosi mir mrkog tornja bat broji pospan sat blaga svjetlost sipi visina kroz samoću muk tiši huk željeznicu guta daljina,umetnost,2
pretenciozno,umetnost,1
httpvukajlijacomforumtemepesnickocosestranapost vlad,umetnost,1
